route_no,hour_of_day,day_type,occupancy_pct,avg_wait_time_min,traffic_score,event_impact_score,active_buses_on_route,route_demand_index,temp_celsius,buses_to_add
11D,13,0,0.335,10.7,2.54,0.0,15,0.7,33.1,0
104,0,0,0.41,4.9,1.48,0.0,14,0.8,31.3,0
27D,21,0,1.087,7.5,1.59,0.2,13,0.75,41.8,4
9A,1,0,0.391,6.0,1.37,0.0,12,0.93,39.8,0
12E,0,0,0.2,8.8,1.6,0.0,11,0.88,23.8,0
102,6,0,0.432,6.3,1.01,0.0,14,0.65,28.8,0
21C,15,1,0.241,7.0,1.8,0.0,16,0.9,31.1,0
27D,3,1,0.2,7.2,1.88,0.0,15,0.75,40.5,0
21C,18,0,1.386,17.1,4.75,0.46,17,0.9,24.1,5
101,11,1,0.27,4.4,1.36,0.0,16,0.85,32.3,0
47A,0,0,0.509,6.3,1.58,0.15,14,0.95,33.2,0
29C,19,0,1.427,18.6,4.48,0.0,15,0.88,26.1,5
21G,13,0,0.626,9.1,2.61,0.0,17,0.92,39.3,0
101,6,1,0.518,9.7,1.73,0.0,11,0.85,27.9,0
102,4,0,0.2,2.8,1.0,0.0,10,0.65,22.3,0
19C,5,0,0.2,4.1,1.22,0.0,10,0.78,22.2,0
27D,10,1,0.689,14.2,3.51,0.14,14,0.75,33.0,0
29B,12,1,0.436,11.8,2.24,0.0,11,0.7,33.4,0
21G,8,0,1.113,17.7,4.58,0.0,17,0.92,27.2,5
15G,0,0,0.2,9.6,2.25,0.0,13,0.72,28.2,0
29C,22,0,0.535,12.3,1.92,0.0,12,0.88,34.2,0
9A,22,0,0.736,6.5,1.22,0.0,16,0.93,25.6,0
70,22,1,0.362,5.4,1.76,0.17,14,0.86,29.0,0
12E,14,0,0.63,8.4,1.44,0.0,11,0.88,24.9,0
19C,12,0,0.708,13.4,2.61,0.0,12,0.78,38.5,0
29C,1,1,0.666,5.3,1.77,0.48,16,0.88,22.6,0
104,4,1,0.342,6.9,1.08,0.25,16,0.8,30.9,0
70,9,0,1.222,19.0,4.45,0.0,14,0.86,35.1,5
19C,10,0,0.973,14.9,2.96,0.0,12,0.78,36.7,2
15G,10,0,1.272,9.2,2.68,0.1,15,0.72,26.4,5
27D,1,1,0.2,8.3,1.88,0.0,15,0.75,30.2,0
70,18,0,1.205,20.9,4.88,0.0,14,0.86,23.2,5
104,9,1,0.908,15.8,3.91,0.0,12,0.8,24.0,2
29B,0,1,0.2,10.3,2.22,0.0,9,0.7,40.2,0
11D,0,0,0.2,4.1,1.7,0.0,15,0.7,41.0,0
5C,23,0,0.464,10.3,1.79,0.0,10,0.85,26.8,0
102,1,1,0.2,11.1,1.42,0.0,9,0.65,29.4,0
21G,8,1,1.1,17.6,5.0,0.8,14,0.92,26.6,4
12E,10,0,1.245,14.4,3.03,0.0,16,0.88,41.8,5
27D,10,1,0.527,13.8,3.23,0.0,11,0.75,34.5,0
101,13,0,0.761,6.6,1.47,0.0,10,0.85,32.6,0
101,22,0,0.535,6.9,1.29,0.0,10,0.85,24.2,0
23C,18,0,1.504,19.4,5.0,0.0,14,0.92,29.9,4
15G,15,0,0.449,6.7,1.57,0.0,11,0.72,36.2,0
12E,23,1,0.268,3.5,1.0,0.0,13,0.88,36.2,0
23C,5,0,0.2,2.0,1.7,0.0,15,0.92,36.4,0
21G,14,0,1.008,11.0,2.11,0.0,13,0.92,27.8,1
104,10,0,0.922,7.6,2.54,0.0,16,0.8,41.8,3
21G,9,0,1.186,15.4,4.36,0.0,12,0.92,35.5,4
29C,10,0,1.243,14.0,2.7,0.0,10,0.88,35.3,5
21G,0,0,0.2,5.2,1.16,0.0,15,0.92,29.3,0
29C,18,0,1.133,19.7,4.9,0.0,11,0.88,28.8,5
29B,9,1,0.877,12.7,4.02,0.0,13,0.7,24.2,0
5C,3,0,0.2,6.1,1.62,0.0,11,0.85,35.4,0
5C,4,0,0.2,10.0,1.93,0.0,16,0.85,23.7,0
19C,15,0,0.303,11.6,1.7,0.0,10,0.78,34.2,0
M70,19,0,1.189,17.8,4.54,0.0,10,0.6,26.5,4
29C,18,0,1.289,21.0,4.86,0.0,12,0.88,30.9,5
23C,23,0,0.599,5.3,1.73,0.0,16,0.92,36.2,0
45A,4,0,0.25,9.6,1.83,0.0,16,0.91,41.7,0
11D,17,1,0.771,17.7,3.93,0.0,10,0.7,24.6,0
27D,8,0,1.222,23.3,4.96,0.0,11,0.75,33.2,5
45A,5,0,0.2,6.5,1.57,0.0,14,0.91,31.3,0
102,15,0,0.445,7.3,1.78,0.0,14,0.65,38.7,0
15G,16,0,0.27,3.6,1.04,0.0,14,0.72,22.2,0
5C,20,1,0.91,20.2,3.91,0.0,10,0.85,24.3,0
70,14,0,0.73,4.1,1.0,0.0,12,0.86,28.5,0
104,22,1,0.519,7.1,1.11,0.0,13,0.8,27.8,0
19C,18,1,0.803,16.2,4.41,0.0,12,0.78,39.2,0
5C,20,0,0.765,21.6,4.38,0.0,14,0.85,26.2,0
M70,4,0,0.2,5.3,1.0,0.0,10,0.6,25.3,0
9A,2,0,0.2,5.9,1.79,0.0,14,0.93,24.3,0
5C,12,0,0.742,10.9,2.39,0.0,10,0.85,22.4,0
70,14,0,0.595,7.9,1.0,0.0,14,0.86,25.6,0
32B,0,0,0.291,8.1,1.76,0.0,14,0.68,40.2,0
45A,2,1,0.25,5.1,1.58,0.0,15,0.91,41.9,0
M70,14,0,0.279,6.3,1.32,0.0,10,0.6,35.0,0
M70,14,0,0.668,9.4,1.6,0.0,11,0.6,23.8,0
5C,8,0,1.059,16.5,4.69,0.0,14,0.85,28.3,5
45A,21,1,0.974,7.3,1.58,0.0,13,0.91,27.8,1
104,17,0,0.911,18.9,3.89,0.0,12,0.8,31.0,1
5C,5,0,0.2,9.1,1.44,0.0,10,0.85,34.4,0
M70,14,0,0.539,7.5,2.07,0.0,14,0.6,41.1,0
47A,11,0,0.888,6.6,1.16,0.0,16,0.95,30.0,1
29C,19,1,0.818,16.8,4.07,0.0,11,0.88,33.9,0
9A,20,0,1.351,16.4,3.58,0.35,14,0.93,27.5,4
23C,1,0,0.2,10.0,1.98,0.0,14,0.92,39.7,0
21G,16,0,0.725,8.4,1.19,0.16,13,0.92,35.1,0
11D,10,0,0.667,18.2,3.22,0.0,10,0.7,38.5,0
27D,11,0,0.783,4.8,1.49,0.0,11,0.75,39.5,0
45A,22,1,0.399,7.8,1.98,0.0,12,0.91,27.2,0
27D,18,0,0.957,19.7,5.0,0.0,13,0.75,27.8,3
29B,18,0,1.141,23.2,5.0,0.0,13,0.7,33.1,3
47A,23,0,0.831,2.2,1.0,0.0,14,0.95,37.4,0
19C,11,0,0.329,5.7,1.17,0.0,15,0.78,31.7,0
104,5,0,0.2,5.5,1.45,0.25,16,0.8,23.2,0
29C,9,0,1.275,14.9,4.08,0.61,16,0.88,30.6,4
19C,1,0,0.2,14.4,2.48,0.15,10,0.78,35.0,0
19C,4,1,0.2,12.6,1.72,0.1,10,0.78,39.8,0
27D,6,0,0.53,12.1,1.78,0.0,9,0.75,36.5,0
19C,11,1,0.575,6.4,1.92,0.0,12,0.78,30.5,0
27D,9,0,1.251,15.1,3.32,0.1,14,0.75,22.6,4
70,3,0,0.313,6.0,1.15,0.0,16,0.86,25.9,0
21G,13,1,0.445,6.7,1.82,0.0,17,0.92,22.4,0
70,10,1,0.843,7.0,2.51,0.0,14,0.86,40.2,0
M70,21,0,0.824,11.4,2.24,0.0,12,0.6,28.8,0
15G,19,0,0.768,21.8,4.01,0.0,13,0.72,31.9,0
29B,20,0,0.948,15.4,3.6,0.0,10,0.7,30.1,1
70,14,0,0.624,10.7,2.19,0.0,14,0.86,31.6,0
101,21,0,1.339,6.5,1.39,0.0,11,0.85,30.0,5
32B,13,0,0.329,12.3,2.17,0.0,11,0.68,33.5,0
29B,6,0,0.203,8.5,1.9,0.0,14,0.7,23.2,0
12E,17,1,0.903,16.3,4.46,0.0,16,0.88,37.7,0
70,12,1,0.5,12.4,2.7,0.0,11,0.86,41.8,0
15G,4,0,0.2,10.6,1.0,0.0,9,0.72,24.5,0
5C,18,0,1.024,20.7,4.66,0.0,11,0.85,22.3,3
27D,2,0,0.2,8.3,1.9,0.0,10,0.75,29.5,0
11D,13,0,0.607,11.6,2.1,0.0,12,0.7,36.0,0
45A,3,0,0.237,7.9,1.88,0.0,12,0.91,28.0,0
70,8,0,1.17,16.2,3.69,0.0,15,0.86,34.1,5
32B,7,0,1.093,20.6,4.11,0.0,9,0.68,39.4,3
27D,16,0,0.665,8.5,1.41,0.0,9,0.75,38.6,0
12E,10,0,1.088,13.7,2.93,0.0,15,0.88,24.2,4
23C,6,0,0.781,5.6,1.92,0.0,15,0.92,37.1,0
23C,2,0,0.233,9.2,2.07,0.0,15,0.92,40.6,0
70,0,0,0.294,2.6,1.0,0.0,11,0.86,28.8,0
45A,8,0,1.077,19.6,4.62,0.31,16,0.91,23.6,4
9A,11,0,1.036,9.6,1.85,0.0,13,0.93,31.1,3
19C,13,1,0.244,12.1,2.59,0.0,13,0.78,26.1,0
23C,22,0,0.727,6.8,1.29,0.0,15,0.92,33.2,0
29C,16,0,0.268,8.2,1.68,0.0,14,0.88,29.3,0
104,0,1,0.2,6.4,1.56,0.0,15,0.8,27.5,0
104,22,0,0.654,2.5,1.38,0.0,12,0.8,24.3,0
M70,15,0,0.239,11.6,2.03,0.0,8,0.6,29.8,0
21G,21,1,0.771,2.0,1.33,0.0,16,0.92,22.6,0
23C,1,1,0.2,2.6,1.23,0.0,17,0.92,40.8,0
32B,22,0,0.509,2.0,1.0,0.28,13,0.68,22.6,0
9A,1,0,0.2,4.3,1.11,0.0,17,0.93,22.9,0
21C,12,0,0.767,17.1,3.22,0.0,12,0.9,36.7,0
11D,21,1,0.472,9.3,1.72,0.0,10,0.7,39.5,0
70,22,0,0.4,6.7,1.16,0.0,15,0.86,36.3,0
12E,15,0,0.464,8.6,1.63,0.0,14,0.88,38.1,0
45A,2,0,0.43,2.0,1.08,0.0,16,0.91,33.0,0
45A,1,0,0.49,7.4,1.9,0.19,17,0.91,27.4,0
32B,0,1,0.2,9.3,2.17,0.0,12,0.68,32.7,0
15G,4,0,0.2,3.7,1.67,0.0,14,0.72,32.9,0
21G,9,0,1.118,17.7,3.54,0.0,11,0.92,35.1,5
5C,16,0,0.407,4.4,1.12,0.29,12,0.85,27.7,0
M70,13,1,0.583,13.3,1.99,0.0,10,0.6,32.9,0
45A,18,1,0.811,19.5,4.52,0.0,12,0.91,26.5,0
9A,12,1,0.638,11.1,2.49,0.0,14,0.93,23.9,0
19C,19,0,1.263,17.2,3.24,0.29,14,0.78,37.8,5
5C,9,1,1.013,21.2,4.2,0.0,12,0.85,28.4,4
104,5,1,0.471,7.6,1.85,0.0,15,0.8,32.4,0
19C,8,0,1.048,15.7,3.28,0.0,12,0.78,36.7,4
27D,5,0,0.2,8.8,1.17,0.0,10,0.75,36.1,0
32B,17,0,0.786,16.8,4.43,0.0,12,0.68,22.8,0
45A,14,1,0.618,8.2,1.22,0.37,12,0.91,22.9,0
102,15,0,0.477,5.2,1.7,0.0,13,0.65,37.2,0
29C,22,0,0.667,6.3,1.0,0.27,11,0.88,34.2,0
15G,3,1,0.428,8.8,1.9,0.73,13,0.72,40.9,0
23C,0,0,0.2,9.0,1.98,0.0,15,0.92,31.9,0
21G,6,0,0.598,8.2,1.24,0.0,16,0.92,40.1,0
102,23,1,0.349,8.3,1.44,0.0,10,0.65,30.6,0
21G,15,1,0.33,8.6,1.86,0.0,16,0.92,29.5,0
21C,10,0,1.08,16.1,2.96,0.0,14,0.9,32.8,4
9A,23,0,0.655,6.7,1.32,0.0,13,0.93,35.0,0
29C,18,0,1.11,20.9,5.0,0.0,13,0.88,33.7,5
27D,16,0,0.281,11.0,2.25,0.0,9,0.75,27.7,0
104,17,0,1.082,18.3,4.23,0.0,16,0.8,30.2,5
11D,3,0,0.2,9.3,1.08,0.0,9,0.7,32.7,0
70,6,1,0.2,9.1,1.39,0.0,14,0.86,23.9,0
M70,21,0,0.638,11.0,1.74,0.0,10,0.6,33.2,0
21G,9,0,1.091,13.4,4.09,0.0,17,0.92,35.4,4
21G,9,0,1.343,18.0,4.21,0.38,17,0.92,33.7,4
11D,20,1,0.942,15.3,3.89,0.0,13,0.7,36.0,2
21G,15,0,0.459,4.4,1.69,0.0,14,0.92,31.5,0
45A,11,1,0.738,4.1,1.11,0.0,14,0.91,30.8,0
15G,20,0,0.795,17.4,3.74,0.36,10,0.72,31.3,0
27D,15,1,0.389,3.6,1.36,0.0,15,0.75,22.2,0
29C,2,0,0.2,2.2,1.69,0.0,15,0.88,22.9,0
5C,12,0,1.097,10.5,2.29,0.0,11,0.85,34.3,4
101,21,0,1.147,5.0,1.18,0.42,15,0.85,41.2,5
101,16,0,0.336,6.4,1.45,0.0,10,0.85,31.8,0
45A,6,1,0.544,5.5,1.18,0.0,12,0.91,23.9,0
5C,1,0,0.269,11.8,1.43,0.0,10,0.85,37.5,0
M70,15,0,0.274,2.0,1.14,0.0,14,0.6,28.7,0
5C,22,0,0.512,12.8,2.01,0.0,10,0.85,38.5,0
15G,19,0,0.704,20.9,4.83,0.0,13,0.72,35.2,0
19C,0,0,0.349,8.3,1.49,0.0,9,0.78,28.7,0
101,14,1,0.527,7.7,1.29,0.0,11,0.85,28.7,0
102,20,0,0.838,16.7,3.22,0.0,11,0.65,32.2,0
27D,5,1,0.325,5.9,1.27,0.0,13,0.75,26.6,0
M70,8,1,0.799,20.4,4.49,0.0,9,0.6,30.1,0
102,0,1,0.2,8.9,1.96,0.0,13,0.65,25.8,0
45A,18,0,1.368,14.5,4.43,0.0,16,0.91,41.9,5
5C,1,0,0.289,3.8,1.34,0.0,16,0.85,40.4,0
15G,18,1,0.776,19.2,4.46,0.0,10,0.72,35.4,0
29B,16,1,0.2,4.1,1.12,0.0,13,0.7,27.0,0
15G,14,0,0.673,8.7,1.76,0.0,10,0.72,30.0,0
23C,2,0,0.2,4.9,1.61,0.0,16,0.92,33.6,0
104,18,0,1.257,21.8,5.0,0.0,13,0.8,23.4,5
70,17,0,1.277,15.7,4.04,0.0,13,0.86,33.1,5
101,13,0,0.604,12.7,2.42,0.0,15,0.85,26.6,0
23C,18,0,1.292,14.0,3.85,0.0,11,0.92,35.4,5
32B,21,1,0.666,6.0,1.04,0.0,8,0.68,31.6,0
5C,5,0,0.353,6.5,1.2,0.0,13,0.85,24.7,0
15G,17,1,0.629,15.4,3.72,0.0,9,0.72,31.2,0
102,2,1,0.2,10.3,1.59,0.0,12,0.65,35.7,0
5C,8,0,1.243,18.5,4.05,0.0,15,0.85,40.6,4
101,3,0,0.2,7.5,2.05,0.0,12,0.85,26.9,0
21C,16,0,0.56,10.0,1.8,0.0,14,0.9,29.1,0
27D,22,0,0.505,6.0,1.84,0.0,15,0.75,28.8,0
104,6,0,0.491,7.1,1.57,0.0,12,0.8,23.0,0
101,19,0,1.138,18.4,4.08,0.0,10,0.85,27.3,4
70,5,1,0.2,6.4,1.42,0.0,10,0.86,24.6,0
32B,3,0,0.2,7.4,1.74,0.0,14,0.68,38.6,0
27D,9,1,0.702,16.2,3.49,0.0,13,0.75,26.0,0
104,19,1,0.888,23.3,4.75,0.0,10,0.8,30.2,2
21C,4,1,0.2,5.3,1.38,0.0,13,0.9,38.5,0
19C,0,1,0.2,13.4,2.04,0.0,15,0.78,34.9,0
19C,6,1,0.289,4.8,1.0,0.0,13,0.78,40.7,0
70,6,0,0.507,4.0,1.98,0.0,16,0.86,27.3,0
47A,12,0,0.74,15.3,3.07,0.0,16,0.95,29.3,0
5C,15,0,0.407,4.3,1.0,0.0,11,0.85,33.1,0
29C,11,0,0.887,9.2,1.74,0.0,14,0.88,38.6,0
23C,8,0,1.196,21.0,4.97,0.0,15,0.92,41.3,4
70,15,0,0.523,4.5,1.46,0.0,12,0.86,27.3,0
19C,16,0,0.592,8.7,1.46,0.57,9,0.78,30.9,0
45A,0,1,0.2,7.8,1.41,0.0,17,0.91,34.4,0
29C,6,1,0.2,7.7,1.3,0.0,13,0.88,27.1,0
23C,21,1,0.822,12.4,2.51,0.1,13,0.92,35.3,0
70,18,0,1.291,18.4,5.0,0.0,15,0.86,34.0,5
32B,4,0,0.438,8.9,1.99,0.31,13,0.68,29.1,0
70,6,0,0.6,5.2,1.69,0.2,15,0.86,41.0,0
45A,5,0,0.257,3.8,1.45,0.0,17,0.91,40.3,0
104,13,0,0.82,13.9,2.53,0.0,13,0.8,31.8,0
47A,10,0,0.935,13.0,3.69,0.0,16,0.95,22.6,3
47A,15,1,0.597,7.6,1.28,0.34,12,0.95,28.9,0
102,4,0,0.2,6.0,1.14,0.26,10,0.65,22.5,0
104,3,1,0.386,5.5,1.15,0.11,11,0.8,32.5,0
21G,4,0,0.2,2.5,1.54,0.0,17,0.92,39.5,0
70,1,1,0.2,8.1,1.38,0.0,14,0.86,28.1,0
104,22,0,0.78,11.9,1.94,0.0,11,0.8,35.1,0
45A,13,0,1.073,13.0,3.14,0.0,11,0.91,26.5,3
70,11,1,0.731,5.2,1.34,0.0,10,0.86,32.6,0
47A,7,1,0.55,13.0,3.43,0.0,16,0.95,32.8,0
29B,2,0,0.2,7.9,2.44,0.0,15,0.7,25.4,0
101,5,1,0.414,5.9,1.49,0.3,15,0.85,34.0,0
M70,17,0,1.123,18.5,3.72,0.0,11,0.6,35.6,4
M70,12,0,0.83,13.0,2.67,0.68,10,0.6,31.6,0
M70,14,0,0.252,3.5,1.0,0.0,11,0.6,24.6,0
29B,19,1,0.773,15.1,3.51,0.0,11,0.7,24.5,0
70,14,0,0.751,4.7,1.0,0.0,12,0.86,30.5,0
104,20,0,1.289,14.1,2.88,0.0,12,0.8,35.6,5
15G,11,0,0.707,5.4,1.37,0.0,15,0.72,24.7,0
101,20,0,1.265,16.3,3.53,0.0,13,0.85,26.0,5
101,18,0,1.063,21.4,4.89,0.0,13,0.85,25.3,3
70,22,1,0.469,5.0,1.25,0.0,16,0.86,37.7,0
12E,4,0,0.327,4.7,1.08,0.0,14,0.88,36.1,0
101,12,0,0.862,8.9,2.36,0.0,14,0.85,31.5,0
11D,11,1,0.357,8.7,1.89,0.0,12,0.7,28.7,0
104,5,0,0.265,5.2,1.0,0.0,11,0.8,22.2,0
32B,10,0,0.744,11.8,2.73,0.0,12,0.68,30.0,0
19C,9,1,0.781,20.2,3.97,0.0,9,0.78,34.5,0
15G,20,0,0.785,15.2,2.73,0.0,9,0.72,41.8,0
27D,4,0,0.2,11.9,1.97,0.19,15,0.75,41.6,0
23C,16,0,0.733,10.1,1.85,0.15,11,0.92,30.5,0
27D,11,0,0.404,7.1,1.44,0.0,13,0.75,41.1,0
21G,5,0,0.2,2.0,1.3,0.0,17,0.92,34.3,0
11D,23,0,0.317,9.3,1.67,0.0,12,0.7,30.3,0
70,22,1,0.22,7.1,1.57,0.0,11,0.86,22.2,0
47A,15,0,0.555,10.5,1.68,0.0,13,0.95,28.3,0
5C,5,0,0.232,7.4,1.27,0.0,15,0.85,29.3,0
12E,15,0,0.363,7.8,1.33,0.0,10,0.88,24.6,0
102,14,0,0.721,8.5,1.66,0.0,10,0.65,24.6,0
19C,22,1,0.438,8.1,1.54,0.0,10,0.78,39.0,0
104,8,0,0.872,18.5,5.0,0.0,15,0.8,25.9,0
102,17,0,0.928,17.5,3.8,0.0,9,0.65,33.3,0
11D,0,0,0.2,3.1,1.3,0.0,11,0.7,31.6,0
15G,20,1,0.763,16.4,3.61,0.0,12,0.72,29.5,0
23C,3,1,0.349,7.8,1.22,0.0,14,0.92,37.2,0
12E,1,0,0.408,2.1,1.08,0.0,16,0.88,31.5,0
101,11,1,0.714,3.6,1.43,0.0,14,0.85,30.5,0
5C,13,0,0.768,10.0,2.42,0.0,15,0.85,25.6,0
M70,18,0,0.842,21.6,5.0,0.0,10,0.6,40.2,0
104,15,0,0.411,2.0,1.0,0.0,12,0.8,23.6,0
21G,10,0,1.364,13.0,3.26,0.0,12,0.92,34.2,5
47A,12,0,0.673,11.4,2.34,0.0,16,0.95,37.9,0
9A,13,0,0.993,9.6,1.9,0.0,12,0.93,37.6,1
21C,4,0,0.212,5.3,1.15,0.0,14,0.9,30.9,0
12E,20,0,1.275,9.8,3.38,0.0,15,0.88,23.8,4
5C,5,1,0.2,7.1,1.19,0.0,10,0.85,30.2,0
9A,21,0,0.823,9.9,1.83,0.0,17,0.93,32.2,0
32B,1,0,0.2,9.0,1.7,0.0,9,0.68,22.9,0
9A,19,1,0.876,18.3,4.6,0.0,12,0.93,25.8,0
32B,10,1,0.621,12.4,2.28,0.3,8,0.68,28.4,0
29B,14,0,0.846,8.8,1.73,0.0,9,0.7,28.7,0
70,3,0,0.2,3.9,1.5,0.0,14,0.86,40.5,0
102,13,0,0.751,14.0,2.73,0.1,8,0.65,29.2,0
M70,7,0,0.916,16.1,3.72,0.0,14,0.6,32.5,1
32B,14,1,0.231,7.4,1.26,0.0,11,0.68,36.3,0
23C,14,0,0.96,7.7,1.58,0.0,11,0.92,26.3,1
9A,11,1,0.748,7.0,1.59,0.0,14,0.93,27.5,0
32B,9,1,0.912,13.8,3.67,0.0,12,0.68,27.2,1
9A,21,0,1.242,7.6,1.47,0.0,14,0.93,30.7,5
70,11,0,0.766,5.0,1.18,0.0,10,0.86,26.5,0
11D,17,0,0.838,19.6,3.87,0.0,13,0.7,29.4,0
23C,17,0,1.194,13.8,3.93,0.0,16,0.92,34.5,5
29B,16,0,0.604,7.6,1.0,0.0,10,0.7,26.6,0
70,9,0,1.419,14.0,3.75,0.43,16,0.86,37.1,5
101,18,0,1.158,19.3,4.51,0.0,14,0.85,26.6,4
27D,18,0,0.792,20.8,4.47,0.0,9,0.75,36.5,0
15G,9,1,0.547,17.4,4.59,0.0,13,0.72,36.2,0
27D,20,0,0.843,14.8,3.98,0.0,13,0.75,34.9,0
5C,5,0,0.531,7.0,1.22,0.0,14,0.85,38.1,0
70,12,0,0.915,9.5,2.02,0.0,11,0.86,36.1,0
15G,13,0,0.704,4.1,1.18,0.0,11,0.72,35.4,0
M70,13,0,0.479,10.1,2.54,0.0,12,0.6,29.4,0
12E,2,0,0.275,6.0,2.01,0.0,15,0.88,36.4,0
70,9,0,1.185,22.4,4.36,0.0,13,0.86,28.9,4
9A,5,0,0.2,8.1,1.33,0.0,15,0.93,22.9,0
M70,13,0,0.743,11.4,2.39,0.0,9,0.6,32.5,0
5C,21,1,1.02,8.7,1.87,0.62,14,0.85,36.2,5
104,21,1,0.675,9.7,1.0,0.0,10,0.8,38.3,0
101,18,0,1.229,24.0,5.0,0.0,11,0.85,27.6,5
5C,20,0,1.039,17.5,4.22,0.0,12,0.85,29.7,4
19C,18,0,0.923,21.7,5.0,0.0,13,0.78,38.9,0
9A,16,0,0.547,2.0,1.13,0.0,17,0.93,33.8,0
70,19,0,1.038,15.2,3.96,0.0,14,0.86,22.1,4
27D,17,0,1.399,18.7,4.23,0.0,10,0.75,27.5,5
101,11,0,0.76,6.8,1.14,0.31,12,0.85,30.7,0
M70,1,1,0.2,7.6,1.23,0.0,9,0.6,26.9,0
9A,10,1,1.0,11.4,2.91,0.59,14,0.93,36.0,4
47A,3,0,0.2,7.2,1.92,0.0,15,0.95,39.8,0
101,5,0,0.329,4.6,1.32,0.1,15,0.85,36.1,0
23C,5,1,0.2,5.5,1.79,0.0,14,0.92,26.3,0
23C,4,1,0.2,7.1,1.58,0.0,11,0.92,40.5,0
45A,4,0,0.2,9.7,1.86,0.0,13,0.91,32.1,0
102,14,0,0.622,7.9,1.65,0.34,14,0.65,30.0,0
45A,22,1,0.411,5.8,1.58,0.0,14,0.91,22.7,0
23C,0,0,0.2,9.6,1.61,0.0,11,0.92,40.9,0
19C,19,0,0.829,14.8,4.56,0.18,15,0.78,25.3,0
101,12,0,0.93,13.2,2.94,0.29,10,0.85,39.2,1
45A,4,0,0.2,2.1,1.58,0.0,15,0.91,32.6,0
23C,11,0,0.786,9.5,1.47,0.0,14,0.92,26.3,0
19C,2,0,0.2,5.1,1.63,0.0,9,0.78,31.4,0
29B,1,0,0.299,8.0,1.8,0.0,12,0.7,31.4,0
104,23,1,0.359,5.4,1.39,0.0,15,0.8,28.4,0
29B,10,0,0.796,13.5,3.49,0.0,10,0.7,38.3,0
29C,12,0,0.943,6.7,2.39,0.0,16,0.88,22.7,2
12E,8,0,1.195,23.2,4.96,0.0,12,0.88,33.3,4
47A,23,0,0.493,7.9,1.03,0.0,16,0.95,28.9,0
M70,8,0,0.965,16.8,3.86,0.0,14,0.6,23.0,1
23C,15,0,0.691,3.4,1.22,0.29,11,0.92,23.7,0
45A,0,1,0.243,3.7,1.56,0.28,17,0.91,34.7,0
M70,21,0,0.848,5.7,1.26,0.0,10,0.6,27.7,0
9A,11,0,0.68,4.8,1.57,0.0,17,0.93,31.8,0
45A,17,0,1.15,16.9,4.38,0.0,16,0.91,27.1,4
29C,21,0,1.282,6.8,1.89,0.0,16,0.88,23.0,5
27D,2,0,0.446,7.7,1.45,0.0,10,0.75,27.4,0
11D,7,1,0.458,19.2,3.63,0.0,9,0.7,33.2,0
104,14,0,0.411,6.1,1.69,0.0,15,0.8,26.6,0
5C,8,0,1.133,16.7,3.98,0.0,12,0.85,28.9,5
21G,10,1,0.917,14.6,3.22,0.17,13,0.92,27.5,0
104,11,0,0.467,5.8,1.72,0.0,14,0.8,23.8,0
19C,6,0,0.373,5.7,1.32,0.0,13,0.78,26.9,0
M70,17,0,0.468,15.3,3.7,0.0,13,0.6,26.5,0
101,22,0,0.597,7.8,1.87,0.0,10,0.85,26.3,0
23C,13,0,0.829,8.4,1.9,0.0,14,0.92,41.8,0
32B,20,1,0.71,14.7,3.45,0.0,12,0.68,40.9,0
101,2,0,0.367,7.8,1.0,0.31,10,0.85,25.0,0
21G,13,0,0.746,13.9,2.86,0.0,11,0.92,33.3,0
27D,1,0,0.308,8.5,1.39,0.0,12,0.75,29.3,0
21C,2,0,0.2,7.5,1.38,0.0,15,0.9,22.1,0
45A,18,0,1.192,17.5,4.64,0.0,14,0.91,26.9,5
12E,0,0,0.297,8.9,2.03,0.0,10,0.88,30.7,0
19C,19,0,1.28,14.8,4.21,0.0,12,0.78,29.6,5
104,20,0,1.1,14.4,3.12,0.0,10,0.8,25.4,4
11D,21,0,0.815,4.9,1.65,0.0,13,0.7,31.1,0
101,8,0,1.103,23.1,4.56,0.0,14,0.85,39.8,4
70,9,0,1.218,18.2,3.91,0.0,10,0.86,33.6,5
19C,20,0,1.098,17.1,3.27,0.0,9,0.78,38.6,4
27D,0,0,0.369,5.7,1.09,0.0,12,0.75,31.3,0
21C,21,1,0.778,5.0,1.52,0.0,14,0.9,41.2,0
21G,23,1,0.513,4.6,1.42,0.0,15,0.92,27.6,0
9A,4,0,0.2,4.4,1.81,0.0,14,0.93,33.2,0
21C,19,0,0.877,13.1,3.92,0.0,17,0.9,39.2,1
70,2,0,0.2,8.8,1.77,0.0,13,0.86,34.2,0
M70,5,0,0.2,4.3,1.42,0.0,12,0.6,30.1,0
70,9,0,1.618,22.2,4.31,0.3,12,0.86,23.1,4
101,13,0,0.2,11.3,2.37,0.1,16,0.85,29.6,0
70,13,0,0.997,8.8,2.42,0.0,13,0.86,32.1,3
47A,17,0,1.222,13.6,3.82,0.0,17,0.95,26.5,5
23C,11,0,0.749,10.2,1.97,0.0,17,0.92,31.0,0
101,15,0,0.591,11.3,2.19,0.0,13,0.85,33.3,0
101,20,0,0.871,15.8,4.14,0.0,14,0.85,39.4,0
12E,3,0,0.2,5.8,1.91,0.0,16,0.88,30.9,0
104,6,0,0.586,10.1,1.87,0.1,11,0.8,34.8,0
45A,19,0,1.346,16.7,4.33,0.0,15,0.91,27.9,5
